   53.5000,   83.0000,    1.0000
   57.5000,   71.0000,    1.0000
   42.5000,   71.5000,    1.0000
   41.0000,   83.0000,    1.0000
   46.0000,   82.0000,    1.0000
   46.0000,   60.5000,    1.0000
   49.5000,   76.0000,    1.0000
   41.0000,   76.0000,    1.0000
   48.5000,   72.5000,    1.0000
   51.5000,   82.5000,    1.0000
   44.5000,   70.5000,    1.0000
   44.0000,   66.0000,   1.0000
   33.0000,   76.5000,    1.0000
   33.5000,   78.5000,    1.0000
   31.5000,   72.0000,    1.0000
   33.0000,   81.5000,    1.0000
   42.0000,   59.5000,    1.0000
   30.0000,   64.0000,    1.0000
   61.0000,   45.0000,   1.0000
   49.0000,   79.0000,    1.0000
   26.5000,  64.5000,    1.0000
   34.0000,  71.5000,    1.0000
   42.0000,  83.5000,    1.0000
   29.5000,  74.5000,    1.0000
   39.5000,   70.0000,    1.0000
   51.5000,   64.0000,    1.0000
   41.5000,   71.5000,    1.0000
   42.5000,   79.5000,    1.0000
   35.0000,   59.5000,    1.0000
   38.5000,   73.5000,    1.0000
   32.0000,   81.5000,    1.0000
   46.0000,   60.5000,    1.0000
