   36.5000,   53.0000,         0
   36.5000,   53.5000,         0
   24.0000,   60.5000,         0
   19.0000,   57.5000,         0
   34.5000,   60.0000,         0
   37.5000,   64.5000,         0
   35.5000,   51.0000,         0
   37.0000,   50.5000,         0
   21.5000,   42.0000,         0
   35.5000,   58.5000,         0
   26.5000,   68.5000,         0
   26.5000,   55.5000,         0
   18.5000,   67.0000,         0
   40.0000,   67.0000,         0
   32.5000,   71.5000,         0
   39.0000,   71.5000,         0
   43.0000,   55.5000,         0
   22.0000,   56.0000,         0
   36.0000,   62.5000,         0
   31.0000,   55.5000,         0
   38.5000,   76.0000,         0
   40.0000,   75.0000,         0
   37.5000,   63.0000,         0
   24.5000,   58.0000,         0
   30.0000,   67.0000,         0
   33.0000,   56.0000,         0
   56.5000,   61.0000,         0
   41.0000,   57.0000,         0
   49.5000,   63.0000,         0
   34.5000,   72.5000,         0
   32.5000,   69.0000,         0
   36.0000,   73.0000,         0
   27.0000,   53.5000,         0
   41.0000,   63.5000,         0
   29.5000,   52.5000,         0
   20.0000,   65.5000,         0
   38.0000,   65.0000,         0
   18.5000,   74.5000,         0
   16.0000,   72.5000,         0
   33.5000,   68.0000,         0
